date,airline,flight_number,origin,destination,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours,reroute_severity,origin_country,destination_country,aircraft_type,passengers_affected,reason,cancelled,event_type,severity,disruption_type,severity_level,flights_affected
2026-03-04,Emirates,EM4163,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Boeing 777-200LR,211.0,Diplomatic advisory — do not fly,1.0,Energy,Critical,,,
2026-03-04,Emirates,EM7384,Kuwait City,Cairo,Via Baghdad FIR,Via Ankara–Baku corridor,6919.0,8276.0,1357.0,5636.35,1.2,20.40635,,,,,,0.0,Energy,Critical,,,
2026-03-04,Emirates SkyCargo,EM2540,London,Riyadh,,,,,,,,,UK,Saudi Arabia,Airbus A320neo,165.0,Security risk — conflict zone,1.0,Energy,Critical,,,
2026-03-04,Emirates SkyCargo,EM3907,Washington,Abu Dhabi,Via Persian Gulf,Via Indian Ocean southern route,7584.0,10197.0,2613.0,11310.74,1.5,38.94074,,,,,,0.0,Energy,Critical,,,
2026-03-04,Emirates SkyCargo,EM6582,Doha,Mumbai,,,,,,,,,Qatar,India,Boeing 777-300ER,228.0,Airspace closure — NOTAM,1.0,Energy,Critical,,,
2026-03-04,Ethiopian Airlines,ET529,Singapore,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,5183.0,6277.0,1094.0,5665.83,3.2,19.80583,,,,,,0.0,Energy,Critical,,,
2026-03-04,Ethiopian Airlines,ET5740,Muscat,London,Direct Tehran overfly,Via Ashgabat–Almaty route,6281.0,7754.0,1473.0,5424.08,2.0,22.15408,,,,,,0.0,Energy,Critical,,,
2026-03-04,Ethiopian Airlines,ET7248,Tehran,Beijing,,,,,,,,,Iran,China,Boeing 737-800,98.0,Diplomatic advisory — do not fly,1.0,Energy,Critical,,,
2026-03-04,FedEx Express,FE8399,Istanbul,Tehran,Direct Middle East overfly,Via Central Asian detour,7701.0,9835.0,2134.0,8429.12,1.8,31.56912,,,,,,0.0,Energy,Critical,,,
2026-03-04,Gulf Air,GU2504,Washington,Abu Dhabi,,,,,,,,,USA,UAE,Airbus A330-300,424.0,Fuel supply disruption,1.0,Energy,Critical,,,
2026-03-04,IndiGo,IN1576,Cairo,Riyadh,Via Persian Gulf,Via Indian Ocean southern route,5979.0,8923.0,2944.0,15408.32,2.1,46.94832,,,,,,0.0,Energy,Critical,,,
2026-03-04,IndiGo,IN5293,Doha,Mumbai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8186.0,10389.0,2203.0,12231.73,4.3,38.561730000000004,,,,,,0.0,Energy,Critical,,,
2026-03-04,IndiGo,IN567,Doha,Mumbai,,,,,,,,,Qatar,India,Airbus A320neo,169.0,Fuel supply disruption,1.0,Energy,Critical,,,
2026-03-04,IndiGo,IN6293,Mumbai,Doha,,,,,,,,,India,Qatar,Airbus A340-600,214.0,Government travel ban,1.0,Energy,Critical,,,
2026-03-04,IndiGo,IN7158,Sydney,Abu Dhabi,,,,,,,,,Australia,UAE,Boeing 737-800,296.0,Diplomatic advisory — do not fly,1.0,Energy,Critical,,,
2026-03-04,Iran Air,IR2547,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A330-300,318.0,Security risk — conflict zone,1.0,Energy,Critical,,,
2026-03-04,Iran Air,IR4045,Abu Dhabi,Washington,,,,,,,,,UAE,USA,Boeing 737-800,313.0,Diplomatic advisory — do not fly,1.0,Energy,Critical,,,
2026-03-04,Jazeera Airways,JA6983,Islamabad,Riyadh,,,,,,,,,Pakistan,Saudi Arabia,Airbus A320neo,81.0,Government travel ban,1.0,Energy,Critical,,,
2026-03-04,Kuwait Airways,KU3932,Islamabad,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,7737.0,9470.0,1733.0,8407.24,0.5,26.23724,,,,,,0.0,Energy,Critical,,,
2026-03-04,Kuwait Airways,KU6421,Dubai,Cairo,Direct Middle East overfly,Via Central Asian detour,9468.0,10375.0,907.0,4401.98,1.1,14.57198,,,,,,0.0,Energy,Critical,,,
2026-03-04,Lufthansa,LU2329,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Boeing 777-200LR,108.0,Insurance restriction — war zone,1.0,Energy,Critical,,,
2026-03-04,Lufthansa,LU3483,Delhi,Dubai,,,,,,,,,India,UAE,Boeing 787-10 Dreamliner,162.0,Crew safety — company policy,1.0,Energy,Critical,,,
2026-03-04,Lufthansa,LU3738,Abu Dhabi,Sydney,,,,,,,,,UAE,Australia,Airbus A340-600,94.0,Crew safety — company policy,1.0,Energy,Critical,,,
2026-03-04,Lufthansa,LU7997,New York,Doha,,,,,,,,,USA,Qatar,Boeing 737-800,240.0,Security risk — conflict zone,1.0,Energy,Critical,,,
2026-03-04,Lufthansa,LU8485,Bahrain,London,,,,,,,,,Bahrain,UK,Airbus A350-900,340.0,Security risk — conflict zone,1.0,Energy,Critical,,,
2026-03-04,Mahan Air,MA7705,Cairo,Riyadh,Direct Gulf route,Via Jordan–Egypt alternate,2081.0,2875.0,794.0,3032.77,1.2,12.17277,,,,,,0.0,Energy,Critical,,,
2026-03-04,Malaysia Airlines,MA8856,Cairo,Riyadh,Direct Gulf route,Via Jordan–Egypt alternate,2091.0,2736.0,645.0,2426.71,1.7,10.57671,,,,,,0.0,Energy,Critical,,,
2026-03-04,Oman Air,OM2531,Dubai,Istanbul,Direct Middle East overfly,Via Central Asian detour,8673.0,10245.0,1572.0,9689.51,1.5,26.909509999999997,,,,,,0.0,Energy,Critical,,,
2026-03-04,Oman Air,OM2802,Dubai,Bahrain,Via Strait of Hormuz,Via Red Sea–Suez route,10628.0,11957.0,1329.0,5631.97,3.9,22.82197,,,,,,0.0,Energy,Critical,,,
2026-03-04,Oman Air,OM956,New York,Dubai,,,,,,,,,USA,UAE,Airbus A320neo,239.0,Airspace closure — NOTAM,1.0,Energy,Critical,,,
2026-03-04,Pakistan International Airlines,PA3883,Delhi,Dubai,,,,,,,,,India,UAE,Boeing 777-300ER,167.0,Insurance restriction — war zone,1.0,Energy,Critical,,,
2026-03-04,Pakistan International Airlines,PA6320,Islamabad,Dubai,,,,,,,,,Pakistan,UAE,Boeing 787-10 Dreamliner,262.0,Diplomatic advisory — do not fly,1.0,Energy,Critical,,,
2026-03-04,Pakistan International Airlines,PA9056,Doha,Paris,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4771.0,5607.0,836.0,4457.13,1.9,14.717130000000001,,,,,,0.0,Energy,Critical,,,
2026-03-04,Qatar Airways,QA1349,Cairo,Kuwait City,Direct Middle East overfly,Via Central Asian detour,7824.0,9726.0,1902.0,9359.64,2.4,30.779639999999997,,,,,,0.0,Energy,Critical,,,
2026-03-04,Qatar Airways,QA8154,Doha,Lahore,Via Persian Gulf,Via Indian Ocean southern route,7223.0,10123.0,2900.0,11702.81,2.0,42.70281,,,,,,0.0,Energy,Critical,,,
2026-03-04,Saudi Arabian Airlines,SA2110,Paris,Doha,,,,,,,,,France,Qatar,Boeing 787-9 Dreamliner,99.0,Insurance restriction — war zone,1.0,Energy,Critical,,,
2026-03-04,Singapore Airlines,SI1260,Amman,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5555.0,7264.0,1709.0,10740.44,4.0,31.830440000000003,,,,,,0.0,Energy,Critical,,,
2026-03-04,Singapore Airlines,SI6226,Dubai,Singapore,Direct Tehran overfly,Via Ashgabat–Almaty route,6518.0,7943.0,1425.0,8857.06,3.3,26.40706,,,,,,0.0,Energy,Critical,,,
2026-03-04,Singapore Airlines,SI6816,Paris,Dubai,,,,,,,,,France,UAE,Boeing 787-9 Dreamliner,351.0,Fuel supply disruption,1.0,Energy,Critical,,,
2026-03-04,Singapore Airlines,SI860,Doha,Paris,,,,,,,,,Qatar,France,Boeing 737-800,321.0,Airspace closure — NOTAM,1.0,Energy,Critical,,,
2026-03-04,Thai Airways,TH5659,Lahore,Doha,,,,,,,,,Pakistan,Qatar,Boeing 737 MAX 8,200.0,Government travel ban,1.0,Energy,Critical,,,
2026-03-04,Thai Airways,TH6540,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A340-600,239.0,Airspace closure — NOTAM,1.0,Energy,Critical,,,
2026-03-04,Turkish Airlines,TU1931,Doha,Mumbai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5242.0,6676.0,1434.0,8027.1,3.1,25.467100000000002,,,,,,0.0,Energy,Critical,,,
2026-03-04,Turkish Airlines,TU7263,Karachi,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5784.0,7131.0,1347.0,5769.82,5.0,24.239819999999998,,,,,,0.0,Energy,Critical,,,
2026-03-04,Turkish Airlines,TU8492,Mumbai,Doha,,,,,,,,,India,Qatar,Boeing 777-200LR,216.0,Diplomatic advisory — do not fly,1.0,Energy,Critical,,,
2026-03-04,United Airlines,UN2164,Mumbai,Doha,Via Baghdad FIR,Via Ankara–Baku corridor,5448.0,6705.0,1257.0,8410.78,2.2,23.18078,,,,,,0.0,Energy,Critical,,,
2026-03-04,United Airlines,UN9816,Riyadh,London,Via Persian Gulf,Via Indian Ocean southern route,7491.0,9641.0,2150.0,9355.53,1.9,32.75553,,,,,,0.0,Energy,Critical,,,
2026-03-04,flydubai,FL2121,Doha,Los Angeles,Direct Tehran overfly,Via Ashgabat–Almaty route,7792.0,9279.0,1487.0,8510.05,1.9,25.28005,,,,,,0.0,Energy,Critical,,,
2026-03-04,flydubai,FL2608,Islamabad,Dubai,,,,,,,,,Pakistan,UAE,Airbus A340-600,153.0,Insurance restriction — war zone,1.0,Energy,Critical,,,
2026-03-04,flydubai,FL7470,Cairo,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,2307.0,4076.0,1769.0,6571.3,0.9,25.1613,,,,,,0.0,Energy,Critical,,,
2026-03-05,Air Arabia,AI4142,London,Muscat,Via Persian Gulf,Via Indian Ocean southern route,9829.0,12702.0,2873.0,17393.54,1.6,47.72354,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Air Arabia,AI7179,Mumbai,Dubai,,,,,,,,,India,UAE,Airbus A340-600,282.0,Diplomatic advisory — do not fly,1.0,Humanitarian,High,,,
2026-03-05,Air Arabia,AI9037,Bahrain,London,,,,,,,,,Bahrain,UK,Airbus A320neo,139.0,Government travel ban,1.0,Humanitarian,High,,,
2026-03-05,American Airlines,AM6361,Dubai,Cairo,Via Strait of Hormuz,Via Red Sea–Suez route,7613.0,8307.0,694.0,4202.74,1.4,12.542739999999998,,,,,,0.0,Humanitarian,High,,,
2026-03-05,American Airlines,AM7620,London,Bahrain,,,,,,,,,UK,Bahrain,Boeing 737-800,131.0,Government travel ban,1.0,Humanitarian,High,,,
2026-03-05,British Airways,BR4387,London,Doha,,,,,,,,,UK,Qatar,Airbus A320neo,212.0,Airport closure — military activity,1.0,Humanitarian,High,,,
2026-03-05,British Airways,BR6548,Sydney,Abu Dhabi,,,,,,,,,Australia,UAE,Airbus A330-300,160.0,Diplomatic advisory — do not fly,1.0,Humanitarian,High,,,
2026-03-05,British Airways,BR9949,Mumbai,Doha,,,,,,,,,India,Qatar,Airbus A321neo,94.0,Airport closure — military activity,1.0,Humanitarian,High,,,
2026-03-05,Cargolux,CA8111,Moscow,Tehran,,,,,,,,,Russia,Iran,Airbus A350-900,384.0,Insurance restriction — war zone,1.0,Humanitarian,High,,,
2026-03-05,Cathay Pacific,CA6190,Abu Dhabi,Sydney,Direct Gulf route,Via Jordan–Egypt alternate,2342.0,3045.0,703.0,4402.69,2.1,13.53269,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Cathay Pacific,CA6401,Cairo,Riyadh,Direct Gulf route,Via Jordan–Egypt alternate,4487.0,5240.0,753.0,3769.95,1.2,12.49995,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Cathay Pacific,CA6846,Cairo,Dubai,Via Persian Gulf,Via Indian Ocean southern route,3603.0,5697.0,2094.0,9422.11,1.5,31.86211,,,,,,0.0,Humanitarian,High,,,
2026-03-05,DHL Aviation,DH8433,Dubai,Singapore,,,,,,,,,UAE,Singapore,Airbus A380-800,284.0,Government travel ban,1.0,Humanitarian,High,,,
2026-03-05,Delta Air Lines,DE575,Kuwait City,Cairo,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8231.0,9064.0,833.0,4478.07,0.6,13.408069999999999,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Delta Air Lines,DE9014,Tehran,Beijing,,,,,,,,,Iran,China,Airbus A380-800,358.0,Government travel ban,1.0,Humanitarian,High,,,
2026-03-05,EgyptAir,EG1684,Tehran,Beijing,,,,,,,,,Iran,China,Boeing 787-9 Dreamliner,254.0,Insurance restriction — war zone,1.0,Humanitarian,High,,,
2026-03-05,EgyptAir,EG3643,Dubai,Frankfurt,Direct Middle East overfly,Via Central Asian detour,10199.0,11508.0,1309.0,5106.17,1.1,19.29617,,,,,,0.0,Humanitarian,High,,,
2026-03-05,EgyptAir,EG8508,Sydney,Abu Dhabi,,,,,,,,,Australia,UAE,Airbus A330-300,267.0,Crew safety — company policy,1.0,Humanitarian,High,,,
2026-03-05,EgyptAir,EG9550,Dubai,Karachi,,,,,,,,,UAE,Pakistan,Airbus A330-300,296.0,Airspace closure — NOTAM,1.0,Humanitarian,High,,,
2026-03-05,EgyptAir,EG9608,Riyadh,Islamabad,,,,,,,,,Saudi Arabia,Pakistan,Boeing 777-300ER,260.0,Insurance restriction — war zone,1.0,Humanitarian,High,,,
2026-03-05,Emirates,EM4251,Dubai,Karachi,,,,,,,,,UAE,Pakistan,Airbus A350-900,164.0,Airport closure — military activity,1.0,Humanitarian,High,,,
2026-03-05,Emirates,EM642,Dubai,Cairo,Direct Gulf route,Via Jordan–Egypt alternate,11646.0,12448.0,802.0,3064.06,5.0,16.08406,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Emirates,EM9056,Mumbai,Kuwait City,,,,,,,,,India,Kuwait,Boeing 737-800,250.0,Crew safety — company policy,1.0,Humanitarian,High,,,
2026-03-05,Emirates SkyCargo,EM3840,Dubai,Singapore,,,,,,,,,UAE,Singapore,Boeing 737 MAX 8,281.0,Fuel supply disruption,1.0,Humanitarian,High,,,
2026-03-05,Emirates SkyCargo,EM8841,Singapore,London,,,,,,,,,Singapore,UK,Airbus A340-600,330.0,Insurance restriction — war zone,1.0,Humanitarian,High,,,
2026-03-05,Ethiopian Airlines,ET632,Karachi,Istanbul,Via Strait of Hormuz,Via Red Sea–Suez route,4976.0,5691.0,715.0,3616.49,1.8,12.566490000000002,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Ethiopian Airlines,ET6897,London,Doha,,,,,,,,,UK,Qatar,Boeing 737 MAX 8,155.0,Government travel ban,1.0,Humanitarian,High,,,
2026-03-05,Etihad Airways,ET306,Cairo,Kuwait City,,,,,,,,,Egypt,Kuwait,Boeing 737 MAX 8,254.0,Government travel ban,1.0,Humanitarian,High,,,
2026-03-05,Etihad Airways,ET456,Paris,Beirut,,,,,,,,,France,Lebanon,Airbus A330-300,267.0,Airport closure — military activity,1.0,Humanitarian,High,,,
2026-03-05,Etihad Airways,ET4575,London,Kuwait City,,,,,,,,,UK,Kuwait,Airbus A321neo,192.0,Government travel ban,1.0,Humanitarian,High,,,
2026-03-05,Etihad Airways,ET8205,London,Kuwait City,,,,,,,,,UK,Kuwait,Boeing 777-300ER,289.0,Crew safety — company policy,1.0,Humanitarian,High,,,
2026-03-05,FedEx Express,FE6163,Frankfurt,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,7261.0,8221.0,960.0,3660.88,4.4,17.66088,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Gulf Air,GU1083,Mumbai,Dubai,Direct Middle East overfly,Via Central Asian detour,10205.0,11777.0,1572.0,10115.29,4.9,30.735290000000003,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Gulf Air,GU5707,London,Kuwait City,Direct Gulf route,Via Jordan–Egypt alternate,9645.0,10633.0,988.0,4436.23,1.7,16.01623,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Gulf Air,GU9047,Doha,Paris,,,,,,,,,Qatar,France,Boeing 737 MAX 8,351.0,Security risk — conflict zone,1.0,Humanitarian,High,,,
2026-03-05,Iran Air,IR6064,Dubai,Cairo,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5216.0,7318.0,2102.0,10382.29,3.6,35.00229,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Iran Air,IR7815,Dubai,Istanbul,,,,,,,,,UAE,Turkey,Airbus A320neo,177.0,Crew safety — company policy,1.0,Humanitarian,High,,,
2026-03-05,Jazeera Airways,JA323,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Boeing 737-800,194.0,Airspace closure — NOTAM,1.0,Humanitarian,High,,,
2026-03-05,Jazeera Airways,JA407,London,Kuwait City,,,,,,,,,UK,Kuwait,Airbus A320neo,234.0,Security risk — conflict zone,1.0,Humanitarian,High,,,
2026-03-05,Jazeera Airways,JA5787,Los Angeles,Doha,,,,,,,,,USA,Qatar,Boeing 787-9 Dreamliner,259.0,Security risk — conflict zone,1.0,Humanitarian,High,,,
2026-03-05,KLM,KL1980,Moscow,Tehran,,,,,,,,,Russia,Iran,Boeing 737-800,291.0,Government travel ban,1.0,Humanitarian,High,,,
2026-03-05,KLM,KL3523,Sydney,Dubai,,,,,,,,,Australia,UAE,Boeing 777-300ER,254.0,Airspace closure — NOTAM,1.0,Humanitarian,High,,,
2026-03-05,KLM,KL7031,Dubai,Karachi,,,,,,,,,UAE,Pakistan,Airbus A380-800,414.0,Airspace closure — NOTAM,1.0,Humanitarian,High,,,
2026-03-05,Kuwait Airways,KU1436,Paris,Doha,,,,,,,,,France,Qatar,Boeing 737-800,193.0,Airspace closure — NOTAM,1.0,Humanitarian,High,,,
2026-03-05,Kuwait Airways,KU2169,Paris,Doha,Direct Gulf route,Via Jordan–Egypt alternate,5123.0,5576.0,453.0,1777.33,1.4,7.70733,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Kuwait Airways,KU2356,Beirut,Paris,Direct Middle East overfly,Via Central Asian detour,9045.0,10429.0,1384.0,8684.3,2.4,24.924299999999995,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Kuwait Airways,KU8057,Beijing,Tehran,,,,,,,,,China,Iran,Boeing 787-10 Dreamliner,197.0,Crew safety — company policy,1.0,Humanitarian,High,,,
2026-03-05,Lufthansa,LU3819,London,Muscat,,,,,,,,,UK,Oman,Boeing 737-800,191.0,Security risk — conflict zone,1.0,Humanitarian,High,,,
2026-03-05,Lufthansa,LU8758,Kuwait City,London,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7423.0,8960.0,1537.0,9587.33,4.9,29.857330000000005,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Mahan Air,MA546,Los Angeles,Doha,,,,,,,,,USA,Qatar,Airbus A350-900,107.0,Government travel ban,1.0,Humanitarian,High,,,
2026-03-05,Mahan Air,MA8272,Doha,Paris,,,,,,,,,Qatar,France,Airbus A330-300,145.0,Government travel ban,1.0,Humanitarian,High,,,
2026-03-05,Malaysia Airlines,MA3619,Dubai,Amman,,,,,,,,,UAE,Jordan,Boeing 777-300ER,317.0,Crew safety — company policy,1.0,Humanitarian,High,,,
2026-03-05,Malaysia Airlines,MA7941,Dubai,Amman,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8012.0,10119.0,2107.0,9269.17,1.9,32.23917,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Oman Air,OM8426,Dubai,Paris,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5069.0,6187.0,1118.0,6055.73,3.9,21.13573,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Pakistan International Airlines,PA5961,Istanbul,Delhi,Direct Tehran overfly,Via Ashgabat–Almaty route,7392.0,9174.0,1782.0,7627.98,3.5,28.94798,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Pakistan International Airlines,PA6239,Bahrain,London,,,,,,,,,Bahrain,UK,Airbus A320neo,315.0,Fuel supply disruption,1.0,Humanitarian,High,,,
2026-03-05,Qatar Airways,QA1228,Karachi,Istanbul,Via Persian Gulf,Via Indian Ocean southern route,4051.0,7366.0,3315.0,21948.18,3.3,58.398179999999996,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Qatar Airways,QA2566,Frankfurt,Dubai,,,,,,,,,Germany,UAE,Boeing 777-200LR,404.0,Airspace closure — NOTAM,1.0,Humanitarian,High,,,
2026-03-05,Saudi Arabian Airlines,SA692,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Airbus A330-300,114.0,Airport closure — military activity,1.0,Humanitarian,High,,,
2026-03-05,Singapore Airlines,SI7825,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Airbus A380-800,192.0,Fuel supply disruption,1.0,Humanitarian,High,,,
2026-03-05,Thai Airways,TH2721,Frankfurt,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,3863.0,4961.0,1098.0,7319.39,3.5,21.799390000000002,,,,,,0.0,Humanitarian,High,,,
2026-03-05,Thai Airways,TH7610,Paris,Doha,,,,,,,,,France,Qatar,Boeing 737 MAX 8,411.0,Government travel ban,1.0,Humanitarian,High,,,
2026-03-05,United Airlines,UN2708,Dubai,Paris,,,,,,,,,UAE,France,Airbus A350-900,331.0,Insurance restriction — war zone,1.0,Humanitarian,High,,,
2026-03-05,flydubai,FL2565,Bahrain,London,Via Strait of Hormuz,Via Red Sea–Suez route,5671.0,6578.0,907.0,3579.71,1.7,14.34971,,,,,,0.0,Humanitarian,High,,,
2026-03-05,flydubai,FL448,Dubai,Karachi,,,,,,,,,UAE,Pakistan,Airbus A330-300,424.0,Airspace closure — NOTAM,1.0,Humanitarian,High,,,
2026-03-05,flydubai,FL6978,Abu Dhabi,London,,,,,,,,,UAE,UK,Airbus A321neo,258.0,Security risk — conflict zone,1.0,Humanitarian,High,,,
2026-03-05,flydubai,FL7079,Doha,Mumbai,Direct Gulf route,Via Jordan–Egypt alternate,7552.0,8341.0,789.0,4392.78,4.3,16.58278,,,,,,0.0,Humanitarian,High,,,
2026-03-05,flydubai,FL816,Cairo,Riyadh,Direct Gulf route,Via Jordan–Egypt alternate,4233.0,5068.0,835.0,5062.1,0.9,14.312100000000001,,,,,,0.0,Humanitarian,High,,,
2026-03-06,Air Arabia,AI5741,Doha,Paris,,,,,,,,,Qatar,France,Boeing 787-9 Dreamliner,146.0,Crew safety — company policy,1.0,Diplomatic,Medium,,,
2026-03-06,Air Arabia,AI6231,Dubai,Delhi,,,,,,,,,UAE,India,Boeing 787-9 Dreamliner,210.0,Insurance restriction — war zone,1.0,Diplomatic,Medium,,,
2026-03-06,Air Arabia,AI8836,Paris,Dubai,,,,,,,,,France,UAE,Airbus A330-300,384.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-06,Air France,AI1620,Cairo,Kuwait City,,,,,,,,,Egypt,Kuwait,Boeing 737-800,355.0,Security risk — conflict zone,1.0,Diplomatic,Medium,,,
2026-03-06,Air France,AI283,Istanbul,Delhi,,,,,,,,,Turkey,India,Boeing 737-800,185.0,Security risk — conflict zone,1.0,Diplomatic,Medium,,,
2026-03-06,Air France,AI5404,London,Riyadh,,,,,,,,,UK,Saudi Arabia,Airbus A350-900,128.0,Insurance restriction — war zone,1.0,Diplomatic,Medium,,,
2026-03-06,Air France,AI6476,London,Singapore,,,,,,,,,UK,Singapore,Boeing 787-10 Dreamliner,176.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-06,Air France,AI8394,Washington,Abu Dhabi,,,,,,,,,USA,UAE,Boeing 737 MAX 8,249.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-06,Air India,AI786,Paris,Dubai,,,,,,,,,France,UAE,Boeing 787-9 Dreamliner,350.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-06,Air India,AI7908,London,Muscat,,,,,,,,,UK,Oman,Boeing 737 MAX 8,315.0,Airport closure — military activity,1.0,Diplomatic,Medium,,,
2026-03-06,Air India,AI9994,Dubai,Cairo,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9951.0,12690.0,2739.0,15784.85,4.7,47.87485,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,American Airlines,AM2806,Dubai,Istanbul,Via Strait of Hormuz,Via Red Sea–Suez route,8027.0,8829.0,802.0,5026.64,3.5,16.54664,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,American Airlines,AM4972,Frankfurt,Dubai,,,,,,,,,Germany,UAE,Boeing 737-800,308.0,Diplomatic advisory — do not fly,1.0,Diplomatic,Medium,,,
2026-03-06,American Airlines,AM7136,Dubai,Mumbai,Via Baghdad FIR,Via Ankara–Baku corridor,6107.0,6994.0,887.0,4263.62,0.7,13.83362,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,American Airlines,AM9042,Riyadh,Cairo,,,,,,,,,Saudi Arabia,Egypt,Boeing 737-800,262.0,Airport closure — military activity,1.0,Diplomatic,Medium,,,
2026-03-06,British Airways,BR2043,Tehran,Moscow,,,,,,,,,Iran,Russia,Airbus A320neo,374.0,Crew safety — company policy,1.0,Diplomatic,Medium,,,
2026-03-06,British Airways,BR5395,Doha,Paris,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7692.0,9146.0,1454.0,6744.91,1.7,22.984910000000003,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Cargolux,CA2533,Dubai,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3059.0,4102.0,1043.0,4196.58,1.3,15.926580000000001,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Cargolux,CA7178,Karachi,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5368.0,7655.0,2287.0,13088.4,4.9,40.8584,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Cargolux,CA8016,Mumbai,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7541.0,9619.0,2078.0,8036.97,3.4,32.21697,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Cargolux,CA921,Istanbul,Dubai,,,,,,,,,Turkey,UAE,Airbus A380-800,284.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-06,Cathay Pacific,CA4117,Abu Dhabi,London,,,,,,,,,UAE,UK,Boeing 787-10 Dreamliner,125.0,Crew safety — company policy,1.0,Diplomatic,Medium,,,
2026-03-06,Cathay Pacific,CA4497,Doha,Los Angeles,Direct Tehran overfly,Via Ashgabat–Almaty route,9932.0,11531.0,1599.0,8474.91,2.1,26.564909999999998,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,DHL Aviation,DH3835,Mumbai,Kuwait City,Via Persian Gulf,Via Indian Ocean southern route,5700.0,7393.0,1693.0,6143.25,4.9,27.97325,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Delta Air Lines,DE3466,Dubai,Islamabad,Via Baghdad FIR,Via Ankara–Baku corridor,9840.0,11097.0,1257.0,6661.93,1.8,21.031930000000003,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,EgyptAir,EG1130,Washington,Abu Dhabi,,,,,,,,,USA,UAE,Boeing 777-300ER,290.0,Airport closure — military activity,1.0,Diplomatic,Medium,,,
2026-03-06,EgyptAir,EG1169,Dubai,London,Via Baghdad FIR,Via Ankara–Baku corridor,8427.0,9092.0,665.0,3726.98,2.1,12.476980000000001,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,EgyptAir,EG5518,Riyadh,Cairo,,,,,,,,,Saudi Arabia,Egypt,Boeing 737 MAX 8,125.0,Crew safety — company policy,1.0,Diplomatic,Medium,,,
